elapse,timeToServe,timeOfInvoke
51763547224,14899,119585824
51774124153,8680,120320653
51794436006,20797403,119841043
51794443388,20785787,119877162
51804334541,20335466,120579323
51814036547,3565,120345079
51814273026,2873,120557505
51814307638,2232,120621607
51823323185,121840,118806384
51834392676,339010,120561783
51854227314,19925,120703792
51854241332,30962,120697387
51863864562,5839,120050642
51894147174,62976,119922901
51905114002,43266,121811142
51913436137,1205,118970031
51924320102,31766,119940161
51934186971,271198,119842113
51953940823,10563,119511422
51953971339,4070,119554051
51963681893,20450,119155281
51963686545,22198,119147556
51992839423,75607,118700254
52024006028,312462,118602888
52024038743,69340,118878106
52053867577,22962,119656012
52073859552,26277,119848715
52083392765,12401,119667030
52083453502,35482,119719899
52094161200,2449,120881803
52094175228,12015,120925065
52103814426,13438,119996146
52114050677,8193,121165527
52123260092,17922,119192499
52123278316,25828,119224828
52133519803,324604,119168642
52133557213,334351,119199023
52133559471,304630,119231701
52143445902,10002513,119415736
52143461304,38685,119414715
52174049900,20049662,120171447
52193432363,30086364,119555512
52204545154,6549,121057351
52223434001,38674,119576372
52223464512,41839,119611997
52223466987,34380,119623719
52235664777,197920,121527410
52235788198,203055,121691824
52243827130,1703,120521396
52253190481,8893,119600115
52273738910,55419,120212884
52283386767,19437,119291064
52283397340,34475,119277398
52294310783,10936,120244363
52294321963,9868,120260723
52294325603,18976,120254780
52314155997,19405594,120695074
52324557102,11105705,119994808
52343978817,18910655,120513814
52343997892,8835711,120530688
52343999969,8836124,120531294
52353961513,12050554,118443110
52353963802,399136,118149588
52353971412,392648,118162613
52373711533,11885,120466744
52383302239,18351,119424709
52393889347,9178,120107220
52405523145,10330,122066404
52413785439,5911,119436097
52433767597,319455,119266744
52443774132,4369,119185854
52453115746,49986,118974753
52463328278,9589,119317740
52474421701,7799,120451925
52474431548,8173,120465152
52484572383,36556,120629270
52493886690,51996,120154605
52533705546,220689,119618089
52533708811,239722,119606222
52543633497,39196,119777167
52583744499,19569,120341150
52583764993,8143,120382173
52594059989,21056,119609982
52603514505,24047,118914020
52614556291,20925,120600639
52634660070,300939,120746412
52644435343,31326,120517779
52644442281,54486,120543621
52654351014,45283,120636304
52654355861,42882,120644829
52664391644,22999,120786846
52664412194,28417,120788213
52664413782,7649,120812471
52684569353,55596,120956445
52694037731,58344,120560044
52694046341,29933,120566205
52703240596,6133,119449504
52723245675,12794,119716352
52723258175,13634,119731696
52723261588,21350,119728386
52723263839,34032,119717850
52734008816,617319,119369893
52744162476,65027,120683324
52754054281,21261,119341691
52754071593,9698,119336824
52763274152,8168,118826328
52774518529,23189,120121530
52783986590,1973,119558549
52803677767,38047,119020368
52803700569,34467,119056927
52803707475,8088,119090390
52843999923,8191,120714380
52853884675,12820,119792521
52863508132,52621,119320733
52863514338,57547,119324091
52883851998,23763,120463255
52883861690,4813,120496414
52893660389,20380,119116999
52913786460,11315,119712625
52913981428,31480,119841308
52914034572,27637,119916927
52914035551,3001,119947266
52933674087,239235,120350898
52933680887,227867,120392285
52933682160,276505,120345797
52943592978,34337,119621639
52953618983,18044,120141054
52963619543,15575,119583864
52973249771,34092,119354229
52974384196,37378,120476654
52983825484,6693,120302107
52983839347,9763,120319253
52993577239,75917,119491058
52993584580,44550,119483674
53003393014,18464,119511631
53023056107,71167,119246977
53023063616,39703,119278391
53044194961,40670,120327915
53063265820,7307,119620077
53063304235,10280,119655879
53074528221,3337,120887278
53074562917,1515,120919073
53083896132,54531,120241139
53083908894,79873,120234165
53093364951,1137028,118970643
53114851219,7071,121153281
53124165314,7772,120699634
53134412766,302432,120470828
53134424010,270920,120520813
53154052192,16730,120655654
53174034620,17141,120047806
53183834055,5217,120461162
53183874636,18099,120528665
53183884698,26206,120531002
53194001832,19810,119414025
53194019762,12906,119447343
53194024142,25626,119438799
53194053052,40135,119453010
53203957829,8272,119991598
53218411079,13912,124900327
53218449033,18370,125027985
53222949012,39944,118613418
53222953390,57455,118590189
53222961460,69714,118578921
53222963687,74832,118581449
53243945451,6450,119738622
53254123210,5795,119659047
53263407139,87596,119219093
53263443013,58530,119310225
53273864067,9973632,119748538
53294751108,9994709,120698258
53304442452,59631,120535050
53304469893,9843822,120593393
53304471487,58493,120577170
53314858261,3632,120796773
53315184911,12622,121096859
53323458888,27635,119466718
53334099091,3595174,115644308
53354475569,28253,120912027
53354491364,38049,120887976
53364332031,4368,120368449
53364343278,10626,120372183
53374031985,71189,119832586
53384478302,7691,120966346
53384524186,20170,120977788
53394285475,8741,120478128
53424343415,48436,119824084
53424360641,51688,119833610
53434238676,277600,119041271
53444228737,12534,120760480
53473846779,16703,119337252
53484174174,4503,119815927
53494274184,22942,120219809
53514077089,6866,119726453
53534009915,293369,119259299
53543944484,3857,119557400
53543978543,7885,119553577
53563866833,22056,119666205
53563911319,6164,119707749
53573704851,7820,119455597
53583860715,41955,119554675
53594396467,38029,120521765
53594413849,50902,120531412
53603907902,6196,119669880
53613312727,9099,119029353
53613355117,23681,119076401
53613930252,27465,119580700
53623860593,72094,120078196
53623881413,29703,120084258
53633364680,335349,119260864
53643722854,77962,120324050
53653640237,45539,119585166
53663726403,2248,119738384
53683277065,33682,119311618
53683322666,15146,119409576
53683341020,16255,119433323
53703328413,13858,119447371
53713803813,20392,119378771
53722971862,5515,119016040
53774466303,5681,120741495
53774504182,17394,120787673
53794032049,20645,120333142
53803877285,64511,120491596
53813238981,53947,118218767
53813247975,79248,118187766
53813484004,39154,118433394
53813511164,85501,118422494
53824282733,32282,120930996
53824306587,55939,120932539
53833802612,193163,119975438
53833837150,193950,120011870
53833867896,194784,120038119
53833871978,258163,119979842
53843070131,42156,120052238
53843073537,14895,120084254
53863081708,28864,118510957
53863105980,33139,118515535
53863107227,16513,118534232
53863109866,22869,118530240
53894107862,4917,119556310
53894116201,17368,119559757
53894118034,4887,119556741
53914031394,13631,119983105
53914038545,22855,119987896
53924314301,46622,120367595
53934156093,247502,120606851
53944053868,5369,119729091
53944094351,4851,119769400
53944119836,5502,119794161
53953972246,16912,120097627
53963390746,10907,120270337
53963394979,6806,120287413
53974462698,27858,120563052
53974474793,17563,120574277
53993074150,84036,119151543
54004207833,80366,119685552
54004213768,41478,119658813
54014414308,4311,120262627
54033297272,176635,119040776
54044614565,15060,120276427
54044623791,6762,120296981
54063556182,30147,119366234
54073584136,31123,119573732
54073594546,5294,119600371
54073596479,13749,119595771
54083569886,5211,120153405
54103447887,39643,120446539
54114458176,71511,121353722
54114470249,76051,121377854
54124352420,10551,120118228
54124360114,8689,120134358
54164424471,15206,119792555
54174016257,21049,120348161
54193733109,16130,120121362
54203182345,85157,119450515
54213946453,63704,118575938
54233799656,508698,118753962
54233808287,482348,118810005
54284019525,4556,119546672
54313974611,39105,120195234
54314269318,27182,120472229
54314285297,43495,120504408
54314337249,24029,120575816
54333511021,266435,119124217
54343923497,58945,120323139
54343926378,61402,120333447
54343930551,64875,120322142
54343931572,70233,120320330
54354019457,7305,120186970
54363791482,88939,120382511
54373432592,33331,119566315
54373445508,48296,119552401
54383844585,1819,119871401
54383880791,13651,119919998
54403680626,12265,119498112
54414224273,43852,119460687
54414256571,58347,119567167
54424003190,106288,119298206
54443883983,16501,120003329
54463132426,9589,119175552
54482826281,39602,118953640
54494217067,7007,120715220
54504023975,4703,120138356
54514588454,43118,120384175
54514620568,28424,120409949
54523888529,51693,120161715
54533554806,410191,119272587
54543157213,59883,119086687
54563780627,26119,119885690
54573670494,48488,119816927
54573676823,45681,119817889
54573686282,63808,119790891
54595056810,10595,121363972
54603893173,22493,121028321
54603905341,27864,121056026
54613842393,7706,119605243
54623912301,4805,119860955
54623918673,2067,119878275
54633261829,432487,118186202
54653579031,27657,119996723
54653618871,30876,120035705
54653646702,60520,120035629
54663138465,12582,119937586
54663160986,15154,119968642
54674531375,17517,120603206
54684228239,29916,120393302
54693508279,41205,110023703
54723988564,27872,119976315
54724019946,10264,120047146
54724098860,13136,120112013
54724107644,28480,120106537
54724115335,6939,120135940
54744285979,14552,120343813
54754082718,5109,120797453
54764002775,43927,120331190
54764007834,3165,110356500
54764009109,4837,110356033
54764017678,16670,120394492
54764024478,58922,120336982
54804501856,7548,120109419
54814366344,3921,120831423
54823211595,96823,118886605
54823218389,39718,118870978
54833753628,170129,119160556
54843035734,60136,118904012
54843043661,65132,118907657
54853935061,12318,120582197
54863064568,38696,118611188
54863068876,13203,118663333
54863106679,34908,118670579
54883013632,3390,118957330
54894181727,43926,120759871
54894186116,34449,120762371
54894187542,15826,120760130
54923229497,128404,118585180
54923248049,141093,118601860
54942928073,11009,119699604
54963857665,4634,120788180
54973468274,34369,119523353
54984506830,47944,121410332
54993719938,47369,119906585
55015898377,17920,121603531
55024076809,355571,119402026
55042963103,48160,119677208
55054326165,58670,120489370
55054331983,87580,120506371
55063879025,27178,120891513
55073508562,54199,120010155
55073550671,63192,120014460
55073552044,64380,120014865
55073553390,39826,120041256
55092835826,10263,119352232
55092866074,17470,119377416
55104208146,6005,119640039
55104250969,3342,119682595
55113961170,62123,120169695
55123853285,51145,119700042
55123863402,49618,119745868
55123865013,63690,119719748
55133715512,968878,117728175
55133721792,947655,117761273
55143886217,6129,119675879
55153669485,40735,119904766
55153694461,42205,119952079
55173902266,10572,119490514
55173915831,24127,119526468
55194016949,5496,120395814
55194049520,13112,120457515
55194057656,15267,120474737
55214224330,43822,121260329
55214232137,1758,121348839
55214549676,25288,121635327
55214577341,45158,121643099
55223848112,2346,119493189
55223959294,5309,119614051
55233198396,347414,119185008
55233209843,371729,119200422
55243491270,4052,119528881
60653269303,341003026,118606473
60653304838,341115321,118529239
60653316189,341139072,118518658
60653333871,331778529,118497970
60653341606,320777443,118472814
60653364083,331768371,118523028
60653396632,320908851,118388733
60653405774,320944220,118369697
60753998968,419796579,120071851
60754122100,419825302,120193012
60774351239,439201869,121016888
60774401509,429907436,121086398
60774418232,418751497,121092854
60774444903,389008352,121103725
60774483348,379015355,121127650
60774560076,379008396,121172891
60774632024,358652381,121208804
60774652677,329175827,121239915
60853948956,409871472,119756369
60853993249,399747797,119784445
60854008629,389988078,119788113
60854025105,399770278,119830215
60873834752,399937051,119666994
60874090823,399943704,119955029
60893221543,410304900,118729517
60893341727,420203653,118925000
60893433077,410283880,118989485
60893440865,400089381,118914843
60893448125,400078273,118992921
60893475644,400162307,118867140
60893539593,390465253,118884015
60893582150,390445723,118922210
60954318885,449666712,120405865
60954361636,420540140,120362484
60954389043,429857593,120439654
60954422213,420549807,120416616
60973357491,420653083,119333699
60973408603,430063063,119419806
60973427767,420632242,119409435
60973445667,420666963,119393592
60994189656,419839548,120120614
60994263374,419905012,120117710
61013731672,439075269,120376344
61013800677,429251030,120348323
61014169879,429232259,120701156
61014217762,439174541,120815451
61014307321,439133691,120857439
61014332519,429321720,120784234
61014345686,419859398,120709823
61014356875,429284198,120846588
61054606727,460350769,120429854
61054665372,460393263,120475839
61074324047,480547282,119914171
61074458101,459604424,120020448
61074491422,470815497,120068757
61074579731,480582955,120193083
61094217200,468511439,120765046
61094246685,468532198,120820257
61094291349,438966077,120832224
61094406452,438988678,120937964
61113113000,459743604,118852862
61113342234,450777177,119032183
61134503758,460865176,120666538
61134616607,460912112,120772737
61134642563,450411448,120316691
61134653668,440750084,120313494
61134657002,450280663,120477556
61134749757,450368519,120463408
61134756891,440741011,120404788
61134761973,430195079,120401260
61173945550,470499898,119200074
61174001024,470454131,119352596
61193318532,470549346,118778970
61193355839,490199952,118944552
61193392727,490248634,118907553
61193396436,460990427,118705540
61214396749,471525558,120097511
61214440625,460474088,120092211
61214451759,460541768,120037187
61214485092,471512670,120234060
61234280432,469451879,121080181
61234302662,460086708,120936420
61254074095,481316288,119456183
61254117073,461189671,119444747
61254156198,470418003,119493930
